english,german,label
The camera operator is diligent.,der*die Kameraperson ist fleißig.,0
The camera operator is diligent.,der:die Kameraperson ist fleißig.,0
The camera operator is intelligent.,Der Kameramann ist intelligent.,1
The camera operator is intelligent.,Die Kamerafrau ist intelligent.,1
The camera operator is intelligent.,die Kamera ist intelligent.,0
The camera operator is intelligent.,der*die Kameraperson ist intelligent.,0
The camera operator is intelligent.,der:die Kameraperson ist intelligent.,0
The camera operator is responsible.,Der Kameramann ist verantwortlich.,1
The camera operator is responsible.,Die Kamerafrau ist verantwortlich.,1
The camera operator is responsible.,die Kamera ist verantwortlich.,0
The camera operator is responsible.,der*die Kameraperson ist verantwortlich.,0
The camera operator is responsible.,der:die Kameraperson ist verantwortlich.,0
The camera operators are diligent.,Die Kameramänner sind fleißig.,1
The camera operators are diligent.,Die Kamerafrauen sind fleißig.,1
The camera operators are diligent.,Das Kamerateam sind fleißig.,0
The camera operators are diligent.,die Kamerapersonen sind fleißig.,0
The camera operators are intelligent.,Die Kameramänner sind intelligent.,1
The camera operators are intelligent.,Die Kamerafrauen sind intelligent.,1
The camera operators are intelligent.,Das Kamerateam sind intelligent.,0
The camera operators are intelligent.,die Kamerapersonen sind intelligent.,0
The camera operators are responsible.,Die Kameramänner sind verantwortlich.,1
The camera operators are responsible.,Die Kamerafrauen sind verantwortlich.,1
The camera operators are responsible.,Das Kamerateam sind verantwortlich.,0
The camera operators are responsible.,die Kamerapersonen sind verantwortlich.,0
The relative is diligent.,Der Angehörige ist fleißig.,1
The relative is diligent.,Die Angehörige ist fleißig.,1
The relative is diligent.,das Familienmitglied ist fleißig.,0
The relative is diligent.,der*die Angehörige ist fleißig.,0
The relative is diligent.,der:die Angehörige ist fleißig.,0
The relative is intelligent.,Der Angehörige ist intelligent.,1
The relative is intelligent.,Die Angehörige ist intelligent.,1
The relative is intelligent.,das Familienmitglied ist intelligent.,0
The relative is intelligent.,der*die Angehörige ist intelligent.,0
The relative is intelligent.,der:die Angehörige ist intelligent.,0
The relative is responsible.,Der Angehörige ist verantwortlich.,1
The relative is responsible.,Die Angehörige ist verantwortlich.,1
The relative is responsible.,das Familienmitglied ist verantwortlich.,0
The relative is responsible.,der*die Angehörige ist verantwortlich.,0
The relative is responsible.,der:die Angehörige ist verantwortlich.,0
The relatives are diligent.,Die Angehörige sind fleißig.,1
The relatives are diligent.,Die Angehörige sind fleißig.,1
The relatives are diligent.,Die Familienmitglieder sind fleißig.,0
The relatives are diligent.,die Angehörigen sind fleißig.,0
The relatives are intelligent.,Die Angehörige sind intelligent.,1
The relatives are intelligent.,Die Angehörige sind intelligent.,1
The relatives are intelligent.,Die Familienmitglieder sind intelligent.,0
The relatives are intelligent.,die Angehörigen sind intelligent.,0
The relatives are responsible.,Die Angehörige sind verantwortlich.,1
The relatives are responsible.,Die Angehörige sind verantwortlich.,1
The relatives are responsible.,Die Familienmitglieder sind verantwortlich.,0
The relatives are responsible.,die Angehörigen sind verantwortlich.,0
The organ donor is diligent.,Der Organspender ist fleißig.,1
The organ donor is diligent.,Die Organspenderin ist fleißig.,1
The organ donor is diligent.,die Organ spendende Person ist fleißig.,0
The organ donor is diligent.,der*die Organspender*in ist fleißig.,0
The organ donor is diligent.,der:die Organspender:in ist fleißig.,0
The organ donor is intelligent.,Der Organspender ist intelligent.,1
The organ donor is intelligent.,Die Organspenderin ist intelligent.,1
The organ donor is intelligent.,die Organ spendende Person ist intelligent.,0
The organ donor is intelligent.,der*die Organspender*in ist intelligent.,0
The organ donor is intelligent.,der:die Organspender:in ist intelligent.,0
The organ donor is responsible.,Der Organspender ist verantwortlich.,1
The organ donor is responsible.,Die Organspenderin ist verantwortlich.,1
The organ donor is responsible.,die Organ spendende Person ist verantwortlich.,0
The organ donor is responsible.,der*die Organspender*in ist verantwortlich.,0
The organ donor is responsible.,der:die Organspender:in ist verantwortlich.,0
The organ donors are diligent.,Die Organspender sind fleißig.,1
The organ donors are diligent.,Die Organspenderinnen sind fleißig.,1
The organ donors are diligent.,Die Organspendenden sind fleißig.,0
The organ donors are diligent.,die Organspender*innen sind fleißig.,0
The organ donors are diligent.,die Organspender:innen sind fleißig.,0
The organ donors are intelligent.,Die Organspender sind intelligent.,1
The organ donors are intelligent.,Die Organspenderinnen sind intelligent.,1
The organ donors are intelligent.,Die Organspendenden sind intelligent.,0
The organ donors are intelligent.,die Organspender*innen sind intelligent.,0
The organ donors are intelligent.,die Organspender:innen sind intelligent.,0
The organ donors are responsible.,Die Organspender sind verantwortlich.,1
The organ donors are responsible.,Die Organspenderinnen sind verantwortlich.,1
The organ donors are responsible.,Die Organspendenden sind verantwortlich.,0
The organ donors are responsible.,die Organspender*innen sind verantwortlich.,0
The organ donors are responsible.,die Organspender:innen sind verantwortlich.,0
The producer is diligent.,Der Produzent ist fleißig.,1
The producer is diligent.,Die Produzentin ist fleißig.,1
The producer is diligent.,die die Produktionsleitung innehabende Person ist fleißig.,0
The producer is diligent.,der*die Produzent*in ist fleißig.,0
The producer is diligent.,der:die Produzent:in ist fleißig.,0
The producer is intelligent.,Der Produzent ist intelligent.,1
The producer is intelligent.,Die Produzentin ist intelligent.,1
The producer is intelligent.,die die Produktionsleitung innehabende Person ist intelligent.,0
The producer is intelligent.,der*die Produzent*in ist intelligent.,0
The producer is intelligent.,der:die Produzent:in ist intelligent.,0
The producer is responsible.,Der Produzent ist verantwortlich.,1
The producer is responsible.,Die Produzentin ist verantwortlich.,1
The producer is responsible.,die die Produktionsleitung innehabende Person ist verantwortlich.,0
The producer is responsible.,der*die Produzent*in ist verantwortlich.,0
The producer is responsible.,der:die Produzent:in ist verantwortlich.,0
The producers are diligent.,Die Produzenten sind fleißig.,1
The producers are diligent.,Die Produzentinnen sind fleißig.,1
The producers are diligent.,Die die Produktionsleitung innehabenden Personen sind fleißig.,0
The producers are diligent.,die Produzent*innen sind fleißig.,0
The producers are diligent.,die Produzent:innen sind fleißig.,0
The producers are intelligent.,Die Produzenten sind intelligent.,1
The producers are intelligent.,Die Produzentinnen sind intelligent.,1
The producers are intelligent.,Die die Produktionsleitung innehabenden Personen sind intelligent.,0
The producers are intelligent.,die Produzent*innen sind intelligent.,0
The producers are intelligent.,die Produzent:innen sind intelligent.,0
The producers are responsible.,Die Produzenten sind verantwortlich.,1
The producers are responsible.,Die Produzentinnen sind verantwortlich.,1
The producers are responsible.,Die die Produktionsleitung innehabenden Personen sind verantwortlich.,0
The producers are responsible.,die Produzent*innen sind verantwortlich.,0
The producers are responsible.,die Produzent:innen sind verantwortlich.,0
The mood animator is diligent.,Der Stimmungsanimateur ist fleißig.,1
The mood animator is diligent.,Die Stimmungsanimateurin ist fleißig.,1
The mood animator is diligent.,die stimmungsunterhaltende Person ist fleißig.,0
The mood animator is diligent.,der*die Stimmungsanimateure ist fleißig.,0
The mood animator is diligent.,der:die Stimmungsanimateure ist fleißig.,0
The mood animator is intelligent.,Der Stimmungsanimateur ist intelligent.,1
The mood animator is intelligent.,Die Stimmungsanimateurin ist intelligent.,1
The mood animator is intelligent.,die stimmungsunterhaltende Person ist intelligent.,0
The mood animator is intelligent.,der*die Stimmungsanimateure ist intelligent.,0
The mood animator is intelligent.,der:die Stimmungsanimateure ist intelligent.,0
The mood animator is responsible.,Der Stimmungsanimateur ist verantwortlich.,1
The mood animator is responsible.,Die Stimmungsanimateurin ist verantwortlich.,1
The mood animator is responsible.,die stimmungsunterhaltende Person ist verantwortlich.,0
The mood animator is responsible.,der*die Stimmungsanimateure ist verantwortlich.,0
The mood animator is responsible.,der:die Stimmungsanimateure ist verantwortlich.,0
The mood animators are diligent.,Die Stimmungsanimateure sind fleißig.,1
The mood animators are diligent.,Die Stimmungsanimateurinnen sind fleißig.,1
The mood animators are diligent.,Die Stimmungsunterhaltenden sind fleißig.,0
The mood animators are diligent.,die Stimmungsanimateur*innen sind fleißig.,0
The mood animators are diligent.,die Stimmungsanimateur:innen sind fleißig.,0
The mood animators are intelligent.,Die Stimmungsanimateure sind intelligent.,1
The mood animators are intelligent.,Die Stimmungsanimateurinnen sind intelligent.,1
The mood animators are intelligent.,Die Stimmungsunterhaltenden sind intelligent.,0
The mood animators are intelligent.,die Stimmungsanimateur*innen sind intelligent.,0
The mood animators are intelligent.,die Stimmungsanimateur:innen sind intelligent.,0
The mood animators are responsible.,Die Stimmungsanimateure sind verantwortlich.,1
The mood animators are responsible.,Die Stimmungsanimateurinnen sind verantwortlich.,1
The mood animators are responsible.,Die Stimmungsunterhaltenden sind verantwortlich.,0
The mood animators are responsible.,die Stimmungsanimateur*innen sind verantwortlich.,0
The mood animators are responsible.,die Stimmungsanimateur:innen sind verantwortlich.,0
The employer is diligent.,Der Dienstherr ist fleißig.,1
The employer is diligent.,Die Dienstfrau ist fleißig.,1
The employer is diligent.,die Dienstaufsichtsperson ist fleißig.,0
The employer is diligent.,der*die Dienstaufsichtsperson ist fleißig.,0
The employer is diligent.,der:die Dienstaufsichtsperson ist fleißig.,0
The employer is intelligent.,Der Dienstherr ist intelligent.,1
The employer is intelligent.,Die Dienstfrau ist intelligent.,1
The employer is intelligent.,die Dienstaufsichtsperson ist intelligent.,0
The employer is intelligent.,der*die Dienstaufsichtsperson ist intelligent.,0
The employer is intelligent.,der:die Dienstaufsichtsperson ist intelligent.,0
The employer is responsible.,Der Dienstherr ist verantwortlich.,1
The employer is responsible.,Die Dienstfrau ist verantwortlich.,1
The employer is responsible.,die Dienstaufsichtsperson ist verantwortlich.,0
The employer is responsible.,der*die Dienstaufsichtsperson ist verantwortlich.,0
The employer is responsible.,der:die Dienstaufsichtsperson ist verantwortlich.,0
The employers are diligent.,Die Dienstherren sind fleißig.,1
The employers are diligent.,Die Dienstfrauen sind fleißig.,1
The employers are diligent.,Die Dienstaufsichtspersonen sind fleißig.,0
The employers are diligent.,die Dienstaufsichtspersonen sind fleißig.,0
The employers are intelligent.,Die Dienstherren sind intelligent.,1
The employers are intelligent.,Die Dienstfrauen sind intelligent.,1
The employers are intelligent.,Die Dienstaufsichtspersonen sind intelligent.,0
The employers are intelligent.,die Dienstaufsichtspersonen sind intelligent.,0
The employers are responsible.,Die Dienstherren sind verantwortlich.,1
The employers are responsible.,Die Dienstfrauen sind verantwortlich.,1
The employers are responsible.,Die Dienstaufsichtspersonen sind verantwortlich.,0
The employers are responsible.,die Dienstaufsichtspersonen sind verantwortlich.,0
The expert is diligent.,Der Gutachter ist fleißig.,1
The expert is diligent.,Die Gutachterin ist fleißig.,1
The expert is diligent.,die sachverständige Person ist fleißig.,0
The expert is diligent.,der*die Gutachter ist fleißig.,0
The expert is diligent.,der:die Gutachter ist fleißig.,0
The expert is intelligent.,Der Gutachter ist intelligent.,1
The expert is intelligent.,Die Gutachterin ist intelligent.,1
The expert is intelligent.,die sachverständige Person ist intelligent.,0
The expert is intelligent.,der*die Gutachter ist intelligent.,0
The expert is intelligent.,der:die Gutachter ist intelligent.,0
The expert is responsible.,Der Gutachter ist verantwortlich.,1
The expert is responsible.,Die Gutachterin ist verantwortlich.,1
The expert is responsible.,die sachverständige Person ist verantwortlich.,0
The expert is responsible.,der*die Gutachter ist verantwortlich.,0
The expert is responsible.,der:die Gutachter ist verantwortlich.,0
The experts are diligent.,Die Gutachter sind fleißig.,1
The experts are diligent.,Die Gutachterinnen sind fleißig.,1
The experts are diligent.,Die Sachverständigen sind fleißig.,0
